product_name,description,overall_rating,brand,main_category,sentiment
Fashion205 Casual 3/4 Sleeve Printed Women's Top,"fashion205 casual 3/4 sleeve printed women's top
                         price: rs. 420
				
			fashion 205 red and off white kashmiri silk top
fashion 205 red and off white kashmiri silk top",4.0,Unknown,Clothing,positive
Harpa Casual Sleeveless Solid Women's Top,harpa casual sleeveless solid women's top - buy blue harpa casual sleeveless solid women's top for only rs. 999 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,5.0,Unknown,Clothing,positive
SB RETAILS SB02 Flash,specifications of sb retails sb02 flash (white) general specifications brand sb retails designed for all mobile type flash model name sb02 color white in the box 1 flash : 1 usb cable,5.0,SB RETAILS,Cameras & Accessories,positive
Estilo sipper-3 450 ml Sipper,"key features of estilo sipper-3 450 ml sipper 450 ml,specifications of estilo sipper-3 450 ml sipper (pack of 3, multicolor) general type sipper in the box number of contents in sales package pack of 3",1.0,Estilo,Sports & Fitness,negative
Speedo Monogram Allover Splashback Solid Girl's,"specifications of speedo monogram allover splashback solid girl's swimsuit details fabric endurance10 type swim-dress general details pattern solid occasion lifestyle, sports ideal for girl's fabric care gentle hand wash",1.0,Speedo,Clothing,negative
Omic Poto-Blue 1000 ml Sipper,"key features of omic poto-blue 1000 ml sipper 1000 ml,omic poto-blue 1000 ml sipper (pack of 1, blue) price: rs. 549 rejuvenate yourself with refreshing fruit flavoured water, exclusively from the house of omic. omic poto is a beautifully-designed, eco-friendly water bottle that allows you to take delicious, nutrient-rich, fruit infused water on the go. allowing limitless combinations of fresh fruit, teas and herbs the bottle provides a great alternative to plain water and removes the temptation of sugary drinks. it is well known fact that we all need to drink lots of water and research shows we drink more when it is flavored. omic poto gives you natural fruit flavoring drinking water which is healthy and extra calories free. made of high quality tritan material, scratch resistence, unbreakable, bpa free for health safety and leak proof. withstands subfreezing to boiling temperature of water. easy to clean and suitable for school, picnic, offices, gym, travel, trek, etc. available in four different color variants, your options are endless when it comes to creating healthy, fresh fruit infused water. ""give up your plain water habit and define what's in your water bottle"".,specifications of omic poto-blue 1000 ml sipper (pack of 1, blue) general body material 100% bpa free, tritan material type sipper in the box number of contents in sales package pack of 1 sales package 1 bottle of 1000 ml",3.8,Omic,Kitchen & Dining,neutral
Prachin Varaha Laxmi Sitting Showpiece  -  11 cm,buy prachin varaha laxmi sitting showpiece  -  11 cm for rs.2460 online. prachin varaha laxmi sitting showpiece  -  11 cm at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,Prachin,Home Decor & Festive Needs,positive
Disney Minnie Big Head  - 17 inch,buy disney minnie big head  - 17 inch minnie big head from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery! buy cartoon characters toys online in india toys for boys. toys for girls.,2.5,Unknown,Toys & School Supplies,neutral
Sport Silicone Red Swimming Cap,"sport silicone red swimming cap only for rs 250 . ideal for boys, girls, men . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!",5.0,Unknown,Sports & Fitness,positive
Hitway Lace Up,"key features of hitway lace up material: artificial leather occasion: formal color: black heel height: 0.5,specifications of hitway lace up general occasion formal ideal for boys shoe details heel height 0.5 inch outer material artificial leather color black",4.0,Hitway,Footwear,positive
Bond Beatz Zipper With Excellent Sound Wired Headset,"specifications of bond beatz zipper with excellent sound wired headset (red) general headset design earbud brand bond beatz wired/wireless wired compatible devices mobile, computer type of headset in the ear model id zipper with excellent sound in sales package headset color red bluetooth bluetooth no sound features noise cancellation headphones yes warranty covered in warranty warranty of the product is limited to manufacturing defects only warranty summary two months bondbeatz warranty warranty service type customer needs to call vg enterprises at palam not covered in warranty warranty does not cover in physical damage microphone features noise cancellation mircrophone yes",5.0,Bond Beatz,Mobiles & Accessories,positive
Xerobic 75 cm Gym Ball,"related video of xerobic 75 cm gym ball,specifications of xerobic 75 cm gym ball general diameter 75 cm brand xerobic model name exercise ab workout – physio workout pregnancy fitness yoga aerobics weight loss color multicolor in the box 1 gym ball, 1 pump additional features other features essential exercises printed on the ball, focuses on core stabilizers, flexibility and efficient muscle regeneration, long-lasting and durable; anti-burst technology up to 1,000 lbs., maximize strength and regeneration in any routine with the stability balls' detailed exercises, constructed from high...view more essential exercises printed on the ball, focuses on core stabilizers, flexibility and efficient muscle regeneration, long-lasting and durable; anti-burst technology up to 1,000 lbs., maximize strength and regeneration in any routine with the stability balls' detailed exercises, constructed from high-quality, durable material, provides instability for dynamic strength training, stability ball height recommendation: 4' to 6'",5.0,Xerobic,Sports & Fitness,positive
Xerobic 85 cm Gym Ball,"related video of xerobic 85 cm gym ball,specifications of xerobic 85 cm gym ball general diameter 85 cm brand xerobic model name exercise ab workout – physio workout pregnancy fitness yoga aerobics weight loss color multicolor in the box 1 gym ball, 1 pump additional features other features essential exercises printed on the ball, focuses on core stabilizers, flexibility and efficient muscle regeneration, long-lasting and durable; anti-burst technology up to 1,000 lbs., maximize strength and regeneration in any routine with the stability balls' detailed exercises, constructed from high...view more essential exercises printed on the ball, focuses on core stabilizers, flexibility and efficient muscle regeneration, long-lasting and durable; anti-burst technology up to 1,000 lbs., maximize strength and regeneration in any routine with the stability balls' detailed exercises, constructed from high-quality, durable material, provides instability for dynamic strength training, stability ball height recommendation: 4' to 6'",5.0,Xerobic,Sports & Fitness,positive
ShopMantra Che Guevara Revolution 2015 Desk Calendar,buy shopmantra che guevara revolution 2015 desk calendar for rs.495 online. shopmantra che guevara revolution 2015 desk calendar at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,Unknown,Pens & Stationery,positive
Passion By Pragya Women's Maxi Dress,passion by pragya women's maxi dress - buy multicolor passion by pragya women's maxi dress for only rs. 1859 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,5.0,Unknown,Clothing,positive
Infiniti Red Loafers,infiniti red loafers - buy infiniti red loafers - alj-104 only for rs. 499 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,Unknown,Footwear,positive
People Women's Dress,people women's dress - buy grenadine people women's dress for only rs. 999 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,3.3,Unknown,Clothing,neutral
Posh Women's Layered Dress,posh women's layered dress - buy cream posh women's layered dress for only rs. 998 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,5.0,Unknown,Clothing,positive
TEN Smart Reds Loafers,ten smart reds loafers - buy ten smart reds loafers - tenlfhb only for rs. 399 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,Unknown,Footwear,positive
Being Nawab 6 inch Glass Hookah,buy being nawab 6 inch glass hookah for rs.195 online. being nawab 6 inch glass hookah at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,3.0,Being Nawab,Home Decor & Festive Needs,neutral
Bazaar Pirates Pink Stars,"flipkart.com: buy bazaar pirates pink stars for rs. 125 from flipkart.com. - lowest prices, only genuine products, 30 day replacement guarantee, free shipping. cash on delivery!",1.0,Unknown,Beauty and Personal Care,negative
Clarks Dunbar Racer Boat Shoes,"clarks dunbar racer boat shoes
                         price: rs. 2,599
				
			
	taking signature style cues from a classic boat shoe, clarks has redesigned a pair for the voguish lass in the form of the dunbar racer boat shoes. the finer design elements such as interlacing, bow detail and metal eyelets add to the allure while the padded footbed ensures a sure-footed stride, no matter where she takes herself.

	with a characteristic vintage charm, footwear from clarks bring with them spiffy designs and delightful comfort; enjoy your mirthful life in style and without inhibitions.

	footwear care

	wipe these boat shoes clean with a soft cloth.
taking signature style cues from a classic boat shoe, clarks has redesigned a pair for the voguish lass in the form of the dunbar racer boat shoes. the finer design elements such as interlacing, bow detail and metal eyelets add to the allure while the padded footbed ensures a sure-footed stride, no matter where she takes herself.

	with a characteristic vintage charm, footwear from clarks bring with them spiffy designs and delightful comfort; enjoy your mirthful life in style and without inhibitions.

	footwear care

	wipe these boat shoes clean with a soft cloth.",5.0,Unknown,Footwear,positive
Stylish Step Cross Buckle Loafers,stylish step cross buckle loafers - buy stylish step cross buckle loafers - loafer163 only for rs. 399 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.0,Unknown,Footwear,neutral
Versoba Venetian Roades Loafers,versoba venetian roades loafers - buy versoba venetian roades loafers - ac005 only for rs. 599 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,1.0,Unknown,Footwear,negative
Urban Monkey Womens Pu Loafers,urban monkey womens pu loafers - buy urban monkey womens pu loafers - h355-6 only for rs. 1050 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.2,Unknown,Footwear,neutral
Spice Ladies Loafers,spice ladies loafers - buy spice ladies loafers - 3016_ll only for rs. 399 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.1,Unknown,Footwear,neutral
Being Nawab 6 inch Glass Hookah,buy being nawab 6 inch glass hookah for rs.199 online. being nawab 6 inch glass hookah at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,1.0,Being Nawab,Home Decor & Festive Needs,negative
Funku Fashion Loafers,funku fashion loafers - buy funku fashion loafers - ff-sc-p-936 only for rs. 399 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
Aptron Premium manicure kit in leatherette case - Small,"flipkart.com: buy aptron premium manicure kit in leatherette case - small for rs. 169 from flipkart.com. - lowest prices, only genuine products, 30 day replacement guarantee, free shipping. cash on delivery!",2.0,Unknown,Beauty and Personal Care,negative
Anaya AN 16_Blue Loafers,anaya an 16_blue loafers - buy anaya an 16_blue loafers - an16 only for rs. 499 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.8,Unknown,Footwear,neutral
Cubane Wahcb26 Loafers,cubane wahcb26 loafers - buy cubane wahcb26 loafers - wahcb26_cubane only for rs. 399 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,1.0,Unknown,Footwear,negative
Studio 9 Studded Loafers,studio 9 studded loafers - buy studio 9 studded loafers - studio30 only for rs. 499 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.2,Unknown,Footwear,neutral
La Briza Vegas Loafers,la briza vegas loafers - buy la briza vegas loafers - 1664 only for rs. 800 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.5,Unknown,Footwear,positive
Roha Collections Womens Loafers,roha collections womens loafers - buy roha collections womens loafers - d7000 only for rs. 599 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
Funku Fashion Loafers,funku fashion loafers - buy funku fashion loafers - ff-sc-pt-24 only for rs. 499 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
Dizionario MEEN111213,"flipkart.com: buy dizionario meen111213 for rs. 0.0 from flipkart.com. - lowest prices, only genuine products, 30 day replacement guarantee, free shipping. cash on delivery!",2.0,Unknown,Beauty and Personal Care,negative
Danilo Official Arsenal FC 2015 Wall Calendar,buy danilo official arsenal fc 2015 wall calendar for rs.199 online. danilo official arsenal fc 2015 wall calendar at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.3,Unknown,Pens & Stationery,positive
Ruby Sober-047 Loafers,"ruby sober-047 loafers
                         price: rs. 349
				
			this collection is suave, fashionable and comfortable. the brand creates elegant yet stylish footwear while keeping comfort level in mind. stylish and comfortable are the words that define its collection perfectly.
this collection is suave, fashionable and comfortable. the brand creates elegant yet stylish footwear while keeping comfort level in mind. stylish and comfortable are the words that define its collection perfectly.",3.0,Unknown,Footwear,neutral
Prithish Ur'E The Best Dad Ever Double Colour Ceramic Mug,buy prithish ur'e the best dad ever double colour ceramic mug for rs.225 online. prithish ur'e the best dad ever double colour ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
"Prithish Crazy World, Gotta Smile Ceramic Mug","prithish crazy world, gotta smile ceramic mug (330 ml)
                         price: rs. 175
				
			""get talking with your coffee! our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. and if these mugs bring on the smiles, don't forget to share them. mugs like these make great gifts! each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""express yourself! our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. these affordable mugs are also perfect for gifting, so you can show others just how well you know them. break out the mugs, and bring on the laughs! happy sipping!
""get talking with your coffee! our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. and if these mugs bring on the smiles, don't forget to share them. mugs like these make great gifts! each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""express yourself! our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. these affordable mugs are also perfect for gifting, so you can show others just how well you know them. break out the mugs, and bring on the laughs! happy sipping!",5.0,Unknown,Kitchen & Dining,positive
Prithish Super Hero Without Cape Ceramic Mug,buy prithish super hero without cape ceramic mug for rs.225 online. prithish super hero without cape ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish Gemini Black Ceramic Mug,buy prithish gemini black ceramic mug for rs.275 online. prithish gemini black ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish Aries Double Color Ceramic Mug,buy prithish aries double color ceramic mug for rs.225 online. prithish aries double color ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish Oh Crap ! She's Up Ceramic Mug,buy prithish oh crap ! she's up ceramic mug for rs.175 online. prithish oh crap ! she's up ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish This Princess Is Guarded Ceramic Mug,buy prithish this princess is guarded ceramic mug for rs.225 online. prithish this princess is guarded ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish Aries Black Ceramic Mug,buy prithish aries black ceramic mug for rs.275 online. prithish aries black ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish Happy Birthday Ceramic Mug,buy prithish happy birthday ceramic mug for rs.175 online. prithish happy birthday ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish Man Will Fix It Ceramic Mug,buy prithish man will fix it ceramic mug for rs.175 online. prithish man will fix it ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,Unknown,Kitchen & Dining,positive
Prithish Leo Black Ceramic Mug,buy prithish leo black ceramic mug for rs.275 online. prithish leo black ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish Independence Day Design 9 Double Color Ceramic Mug,buy prithish independence day design 9 double color ceramic mug for rs.225 online. prithish independence day design 9 double color ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish I'm A Mom. What'S Your Superpower? Red with Blue Bubbles Double Coloured Ceramic Mug,buy prithish i'm a mom. what's your superpower? red with blue bubbles double coloured ceramic mug for rs.225 online. prithish i'm a mom. what's your superpower? red with blue bubbles double coloured ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish I'm A Mom. What'S Your Superpower? Multicoloured Bubbles Black Ceramic Mug,buy prithish i'm a mom. what's your superpower? multicoloured bubbles black ceramic mug for rs.299 online. prithish i'm a mom. what's your superpower? multicoloured bubbles black ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish You're The One Double Color Ceramic Mug,"prithish you're the one double color ceramic mug (330 ml)
                         price: rs. 225
				
			""get talking with your coffee! our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. and if these mugs bring on the smiles, don't forget to share them. mugs like these make great gifts! each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""express yourself! our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. these affordable mugs are also perfect for gifting, so you can show others just how well you know them. break out the mugs, and bring on the laughs! happy sipping!
""get talking with your coffee! our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. and if these mugs bring on the smiles, don't forget to share them. mugs like these make great gifts! each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""express yourself! our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. these affordable mugs are also perfect for gifting, so you can show others just how well you know them. break out the mugs, and bring on the laughs! happy sipping!",5.0,Unknown,Kitchen & Dining,positive
Prithish Magis is Believing in Yourself Double Color Ceramic Mug,buy prithish magis is believing in yourself double color ceramic mug for rs.225 online. prithish magis is believing in yourself double color ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish Pschedelic Collection 1 Ceramic Mug,buy prithish pschedelic collection 1 ceramic mug for rs.225 online. prithish pschedelic collection 1 ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Prithish Virgo Ceramic Mug,buy prithish virgo ceramic mug for rs.175 online. prithish virgo ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
"Prithish I Love Dad, Father's Day Ceramic Mug","prithish i love dad, father's day ceramic mug (330 ml)
                         price: rs. 175
				
			""get talking with your coffee! our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. and if these mugs bring on the smiles, don't forget to share them. mugs like these make great gifts! each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""express yourself! our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. these affordable mugs are also perfect for gifting, so you can show others just how well you know them. break out the mugs, and bring on the laughs! happy sipping!
""get talking with your coffee! our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. and if these mugs bring on the smiles, don't forget to share them. mugs like these make great gifts! each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""express yourself! our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. these affordable mugs are also perfect for gifting, so you can show others just how well you know them. break out the mugs, and bring on the laughs! happy sipping!",5.0,Unknown,Kitchen & Dining,positive
Prithish Forever in Love with You Ceramic Mug,buy prithish forever in love with you ceramic mug for rs.175 online. prithish forever in love with you ceramic mug at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Unknown,Kitchen & Dining,positive
Filtre Roto-pizza Wheel Pizza Cutter,buy filtre roto-pizza wheel pizza cutter for rs.289 online. filtre roto-pizza wheel pizza cutter at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,Filtre,Kitchen & Dining,positive
3a Autocare Rubber Mat Car Mat Suzuki New Swift,buy 3a autocare rubber mat car mat suzuki new swift for rs.474 online. 3a autocare rubber mat car mat suzuki new swift at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,3a Autocare,Automotive,positive
Purpledip Showpiece  -  12 cm,buy purpledip showpiece  -  12 cm for rs.638 online. purpledip showpiece  -  12 cm at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.5,Purpledip,Home Decor & Festive Needs,positive
"Voylla Metal, Alloy Necklace","voylla metal, alloy necklace - buy voylla metal, alloy necklace only for rs. 189 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",5.0,Voylla,Jewellery,positive
"UpTown Metal, Alloy Necklace","uptown metal, alloy necklace - buy uptown metal, alloy necklace only for rs. 235 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",1.0,UpTown,Jewellery,negative
Voylla Precious Simplicity Plain Sterling Silver Chain,voylla precious simplicity plain sterling silver chain - buy voylla precious simplicity plain sterling silver chain only for rs. 309 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,Voylla,Jewellery,positive
"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace","vinnis pretty please metal, acrylic, alloy necklace - buy vinnis pretty please metal, acrylic, alloy necklace only for rs. 325 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",5.0,Vinnis,Jewellery,positive
VR Designers Acrylic Necklace,vr designers acrylic necklace - buy vr designers acrylic necklace only for rs. 200 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,1.0,VR Designers,Jewellery,negative
RoyalsCart KTH505 Showpiece  -  33 cm,buy royalscart kth505 showpiece  -  33 cm for rs.2499 online. royalscart kth505 showpiece  -  33 cm at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,RoyalsCart,Home Decor & Festive Needs,positive
"Vinnis Alloy, Acrylic Necklace","vinnis alloy, acrylic necklace - buy vinnis alloy, acrylic necklace only for rs. 199 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",3.2,Vinnis,Jewellery,neutral
Apex Rolling Pizza Cutter,buy apex rolling pizza cutter for rs.69 online. apex rolling pizza cutter at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,Apex,Kitchen & Dining,positive
"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace","vinnis pretty please metal, acrylic, alloy necklace - buy vinnis pretty please metal, acrylic, alloy necklace only for rs. 299 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",2.5,Vinnis,Jewellery,neutral
Womens Trendz Half Jhaler Panadi Thushi Crystal Yellow Gold Plated Alloy Necklace,womens trendz half jhaler panadi thushi crystal yellow gold plated alloy necklace - buy womens trendz half jhaler panadi thushi crystal yellow gold plated alloy necklace only for rs. 470 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Womens Trendz,Jewellery,positive
Jhondeal.com Wheel Pizza Cutter,buy jhondeal.com wheel pizza cutter for rs.149 online. jhondeal.com wheel pizza cutter at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,Jhondeal.com,Kitchen & Dining,positive
"Village Handicrafts Aluminum, Ceramic Necklace","village handicrafts aluminum, ceramic necklace - buy village handicrafts aluminum, ceramic necklace only for rs. 315 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",5.0,Village Handicrafts,Jewellery,positive
"Vinnis Alloy, Acrylic Necklace","vinnis alloy, acrylic necklace - buy vinnis alloy, acrylic necklace only for rs. 299 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",4.7,Vinnis,Jewellery,positive
Zakaah Jewels Sterling Silver Plated Stone Necklace,zakaah jewels sterling silver plated stone necklace - buy zakaah jewels sterling silver plated stone necklace only for rs. 499 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Zakaah Jewels,Jewellery,positive
"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace","vinnis pretty please metal, acrylic, alloy necklace - buy vinnis pretty please metal, acrylic, alloy necklace only for rs. 245 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",5.0,Vinnis,Jewellery,positive
Hommate Wheel Pizza Cutter,"hommate wheel pizza cutter (steel pack of 1)
                         price: rs. 299
				
			cutting and serving tool for your kitchen.
sharp pizza cutting blade for perfectly sliced pizzas.
the server part of the tool has serrated edges for easy serving.
can also cut and serve pies, tarts, quiches, cakes etc.
made from good quality stainless steel with plastic
cutting and serving tool for your kitchen.
sharp pizza cutting blade for perfectly sliced pizzas.
the server part of the tool has serrated edges for easy serving.
can also cut and serve pies, tarts, quiches, cakes etc.
made from good quality stainless steel with plastic",5.0,Hommate,Kitchen & Dining,positive
"UpTown Metal, Alloy Necklace","uptown metal, alloy necklace - buy uptown metal, alloy necklace only for rs. 250 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",3.0,UpTown,Jewellery,neutral
Aeoss Portable Car Air Vent Mount For Mobiles Phones Black,buy aeoss portable car air vent mount for mobiles phones black for rs.224 online. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,Aeoss,Automotive,positive
"Voylla Metal, Alloy Necklace","voylla metal, alloy necklace - buy voylla metal, alloy necklace only for rs. 400 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",5.0,Voylla,Jewellery,positive
Ndura Tawa 28 cm diameter,buy ndura tawa 28 cm diameter for rs.469 online. ndura tawa 28 cm diameter at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,Ndura,Kitchen & Dining,positive
CookAid Stainless Steel with Lid Kadhai 1.2 L,buy cookaid stainless steel with lid kadhai 1.2 l for rs.759 online. cookaid stainless steel with lid kadhai 1.2 l at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,2.0,CookAid,Kitchen & Dining,negative
Tosiba Kadhai 500 ML,buy tosiba kadhai 500 ml for rs.310 online. tosiba kadhai 500 ml at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Tosiba,Kitchen & Dining,positive
Gear X Sports Mount 2,buy gear x sports mount 2 for rs.950 online. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.1,Gear X,Automotive,positive
Hawkins Futura Hard Anodized Deep-Fry Pan 7.5 L 360 mm Kadhai 7.5 L,buy hawkins futura hard anodized deep-fry pan 7.5 l 360 mm kadhai 7.5 l for rs.2350 online. hawkins futura hard anodized deep-fry pan 7.5 l 360 mm kadhai 7.5 l at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Hawkins,Kitchen & Dining,positive
Pigeon Gravy Premium with Lid Kadhai 6 L,buy pigeon gravy premium with lid kadhai 6 l for rs.1333 online. pigeon gravy premium with lid kadhai 6 l at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.4,Pigeon,Kitchen & Dining,positive
Ambitione Car Holder,buy ambitione car holder for rs.175 online. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Ambitione,Automotive,positive
Bestech Kadhai 4 L,buy bestech kadhai 4 l for rs.980 online. bestech kadhai 4 l at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,1.0,Bestech,Kitchen & Dining,negative
Sygtech Windshield Car Cradle Mount Phone Holder For Samsung S5,buy sygtech windshield car cradle mount phone holder for samsung s5 for rs.399 online. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.3,Sygtech,Automotive,positive
Trinketbag Red Tie Alloy Necklace,trinketbag red tie alloy necklace - buy trinketbag red tie alloy necklace only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Trinketbag,Jewellery,positive
Villcart Brass Bail Gadi Showpiece  -  5.5 cm,buy villcart brass bail gadi showpiece  -  5.5 cm for rs.680 online. villcart brass bail gadi showpiece  -  5.5 cm at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,3.3,Villcart,Home Decor & Festive Needs,neutral
